City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
229,Guerrero Negro,27.9769,-114.0611,71.62,84,0,17.58,MX,2022-09-15 05:05:11
230,Kruisfontein,-34.0033,24.7314,58.5,51,56,7.34,ZA,2022-09-15 05:05:12
231,Kidal,18.4411,1.4078,88.02,33,55,4.32,ML,2022-09-15 05:05:12
232,Coquimbo,-29.9533,-71.3436,56.34,78,48,4.81,CL,2022-09-15 05:03:12
233,Nautla,20.2167,-96.7833,75.29,89,16,5.46,MX,2022-09-15 05:05:13
234,Rajo Khanani,24.9841,68.8536,93.56,48,11,7.05,PK,2022-09-15 05:05:13
235,Khandagayty,50.7333,92.05,51.44,56,96,9.95,RU,2022-09-15 05:05:13
236,Toamasina,-18.1667,49.3833,70.92,71,70,9.48,MG,2022-09-15 05:05:14
237,Nome,64.5011,-165.4064,49.15,93,100,6.91,US,2022-09-15 05:02:26
238,Mount Gambier,-37.8333,140.7667,64.31,45,8,17.27,AU,2022-09-15 05:05:14
239,Pangody,65.85,74.4859,47.35,81,100,15.79,RU,2022-09-15 05:05:14
240,Padang,-0.9492,100.3543,85.08,67,79,6.06,ID,2022-09-15 05:00:40
241,Solginskiy,61.05,41.3428,49.05,97,100,6.31,RU,2022-09-15 05:05:15
242,Magaria,12.9983,8.9099,80.6,66,90,5.39,NE,2022-09-15 05:05:16
243,Santa Cruz Cabralia,-16.2781,-39.0247,71.83,94,40,4.61,BR,2022-09-15 05:05:16
244,Cockburn Town,21.4612,-71.1419,83.82,69,100,19.28,TC,2022-09-15 05:05:16
245,Vilhena,-12.7406,-60.1458,66.87,85,88,7.92,BR,2022-09-15 05:05:16
246,Bairiki,1.3292,172.9752,84.2,70,75,12.66,KI,2022-09-15 05:05:17
247,Sokolovyy,51.5686,45.8331,53.35,98,35,12.3,RU,2022-09-15 05:05:17
248,Castro,-24.7911,-50.0119,54.25,98,99,4.85,BR,2022-09-15 05:05:18
249,Atar,20.5169,-13.0499,89.13,25,9,12.37,MR,2022-09-15 05:05:18
250,Te Anau,-45.4167,167.7167,44.87,80,94,5.97,NZ,2022-09-15 05:05:18
251,Esperance,-33.8667,121.9,57.04,79,55,26.33,AU,2022-09-15 05:05:19
252,Dunda,-8.1167,34.25,65.34,54,29,2.75,TZ,2022-09-15 05:05:19
253,Mikhaylovskoye,51.8239,79.7172,56.17,34,11,9.55,RU,2022-09-15 05:05:19
254,Filadelfia,39.9523,-75.1638,70.09,81,7,4.07,US,2022-09-15 05:00:28
255,La Palma,33.8464,-118.0467,73.42,81,75,1.99,US,2022-09-15 05:05:20
256,Asyut,27.181,31.1837,76.68,42,0,7.23,EG,2022-09-15 05:05:20
257,Kroya,-7.6331,109.2461,82.18,71,67,13.8,ID,2022-09-15 05:05:21
258,Kurkino,53.4257,38.6582,47.53,93,100,9.33,RU,2022-09-15 05:05:21
259,Mantes-La-Ville,48.9737,1.7025,60.06,92,100,5.26,FR,2022-09-15 05:05:21
260,Marzuq,14.4,46.4667,81.81,48,88,5.77,YE,2022-09-15 05:05:22
261,Geraldton,-28.7667,114.6,68.41,49,100,11.5,AU,2022-09-15 05:02:35
262,Colesberg,-30.72,25.0972,55.72,49,0,2.82,ZA,2022-09-15 05:05:22
263,Ozernovskiy,51.5,156.5167,50.74,71,48,5.57,RU,2022-09-15 05:05:22
264,Lebu,-37.6167,-73.65,49.98,85,100,6.49,CL,2022-09-15 05:05:22
265,Azanka,58.0401,64.7893,57.85,50,95,4.94,RU,2022-09-15 05:05:23
266,Mandalgovi,45.7625,106.2708,75.56,28,10,10.22,MN,2022-09-15 05:05:23
267,Qom,34.6401,50.8764,86.43,18,0,7.4,IR,2022-09-15 05:05:24
268,Port Blair,11.6667,92.75,84.24,79,75,9.22,IN,2022-09-15 05:05:24
269,Karpogory,64.0019,44.4451,47.05,95,100,6.67,RU,2022-09-15 05:05:24
270,Tevriz,57.509,72.4042,56.3,64,82,0.69,RU,2022-09-15 05:05:25
271,Tra Vinh,9.9347,106.3453,87.53,64,90,12.21,VN,2022-09-15 05:05:25
272,Pangai,-19.8,-174.35,77.56,82,54,12.17,TO,2022-09-15 05:05:25
273,Sorland,67.667,12.6934,51.66,75,95,16.89,NO,2022-09-15 05:05:26
274,Kahului,20.8947,-156.47,79.84,78,22,1.99,US,2022-09-15 05:03:40
275,Lagoa,39.05,-27.9833,74.07,78,100,27.78,PT,2022-09-15 05:06:26
276,Hobyo,5.3505,48.5268,78.58,79,82,20.69,SO,2022-09-15 05:06:26
277,Baykit,61.67,96.37,47.39,77,99,4.76,RU,2022-09-15 05:06:26
278,Nanortalik,60.1432,-45.2371,46.89,78,43,5.01,GL,2022-09-15 05:06:27
279,Fare,-16.7,-151.0167,77.81,74,22,21.92,PF,2022-09-15 05:06:27
280,Etchojoa,26.9167,-109.6333,84.27,66,0,5.55,MX,2022-09-15 05:06:27
281,Flinders,-34.5833,150.8552,62.38,76,100,7.09,AU,2022-09-15 05:06:28
282,Tazovskiy,67.4667,78.7,47.46,77,100,18.28,RU,2022-09-15 05:06:28
283,Sawang Daen Din,17.4753,103.4575,88.18,99,79,6.85,TH,2022-09-15 05:06:28
284,Lavrentiya,65.5833,-171.0,44.44,94,96,14.2,RU,2022-09-15 05:06:28
285,Muzaffarpur,26.1167,85.4,85.66,71,96,7.31,IN,2022-09-15 05:06:29
286,Bubaque,11.2833,-15.8333,78.24,86,100,10.65,GW,2022-09-15 05:06:26
287,Vila Velha,-20.3297,-40.2925,73.35,83,100,9.22,BR,2022-09-15 05:06:29
288,Kathu,7.9178,98.3332,87.62,99,59,10.65,TH,2022-09-15 05:06:29
289,Shizunai,42.3339,142.3669,68.47,69,75,5.32,JP,2022-09-15 05:06:30
290,Azare,11.6765,10.1948,74.07,85,83,7.43,NG,2022-09-15 05:06:30
291,Cortez,37.3489,-108.5859,54.36,96,100,0.0,US,2022-09-15 05:06:30
292,Ancud,-41.8697,-73.8203,54.23,93,100,22.79,CL,2022-09-15 05:06:31
293,Airai,-8.9266,125.4092,79.38,36,25,5.12,TL,2022-09-15 05:06:31
294,Asau,46.4333,26.4,61.72,64,80,12.59,RO,2022-09-15 05:06:31
295,Mokhsogollokh,61.4681,128.9203,51.76,55,98,10.36,RU,2022-09-15 05:06:32
296,Sudak,44.85,34.9667,67.55,71,99,12.3,UA,2022-09-15 05:04:18
297,Wanxian,30.8039,108.3897,82.58,57,93,3.24,CN,2022-09-15 05:05:13
298,Mildura,-34.2,142.15,68.07,40,0,18.34,AU,2022-09-15 05:06:32
299,Konstantinovsk,47.5828,41.0922,61.54,73,90,12.95,RU,2022-09-15 05:06:33
300,Garowe,8.4054,48.4845,79.5,54,95,26.8,SO,2022-09-15 05:06:33
301,Gazanjyk,39.2446,55.5154,79.74,52,70,16.58,TM,2022-09-15 05:06:33
302,Mizan Teferi,6.9833,35.5833,64.87,89,100,2.17,ET,2022-09-15 05:06:34
303,Srednekolymsk,67.45,153.6833,46.09,44,41,10.71,RU,2022-09-15 05:06:34
304,Kieta,-6.2167,155.6333,80.17,83,93,4.68,PG,2022-09-15 05:06:34
305,Boguchany,58.3814,97.4531,55.24,41,88,3.53,RU,2022-09-15 05:06:35
306,Rey Bouba,8.6724,14.1786,71.15,96,100,1.5,CM,2022-09-15 05:06:35
307,Bloomingdale,27.8936,-82.2404,76.26,96,100,5.73,US,2022-09-15 05:06:35
308,Berlevag,70.8578,29.0864,44.6,70,100,21.85,NO,2022-09-15 05:03:14
309,Laguna,38.421,-121.4238,67.44,74,0,10.36,US,2022-09-15 05:06:36
310,Praia,14.9215,-23.5087,79.11,84,74,6.15,CV,2022-09-15 05:06:36
311,Port Alfred,-33.5906,26.891,60.19,85,9,3.0,ZA,2022-09-15 05:06:36
312,Zelenoborskiy,66.845,32.3622,48.6,88,100,12.33,RU,2022-09-15 05:06:37
313,Miri,4.4148,114.0089,82.83,73,100,2.1,MY,2022-09-15 05:06:37
314,Otacilio Costa,-27.4831,-50.1219,49.35,99,100,2.06,BR,2022-09-15 05:06:37
315,Jijiga,9.35,42.8,65.07,75,95,17.25,ET,2022-09-15 05:06:38
316,Zell Am See,47.3256,12.7944,61.0,48,100,2.3,AT,2022-09-15 05:06:38
317,Kangaatsiaq,68.3065,-53.4641,41.0,96,100,13.0,GL,2022-09-15 05:06:38
318,Sao Joao Da Barra,-21.6403,-41.0511,67.6,94,45,8.39,BR,2022-09-15 05:06:38
319,Voh,-20.9667,164.7,72.99,71,68,8.79,NC,2022-09-15 05:06:39
320,Kataysk,56.289,62.5841,58.62,42,98,11.77,RU,2022-09-15 05:06:39
321,Roald,62.5833,6.1333,52.75,93,75,14.97,NO,2022-09-15 05:07:39
322,Nemuro,43.3236,145.575,64.17,48,99,2.51,JP,2022-09-15 05:07:40
323,Ikovka,55.6089,64.9375,59.29,40,95,8.34,RU,2022-09-15 05:07:40
324,Bathsheba,13.2167,-59.5167,79.41,89,20,5.75,BB,2022-09-15 05:07:40
325,San Andres,12.5847,-81.7006,80.62,94,40,4.61,CO,2022-09-15 05:07:41
326,Soledad,10.9184,-74.7646,78.93,94,40,3.44,CO,2022-09-15 05:07:41
327,Vestmanna,62.1564,-7.1664,45.52,87,75,8.05,FO,2022-09-15 05:07:41
328,Grand Gaube,-20.0064,57.6608,74.37,64,49,7.0,MU,2022-09-15 05:07:42
329,Havre-Saint-Pierre,50.2334,-63.5986,55.76,100,100,11.5,CA,2022-09-15 05:07:42
330,Morganton,35.7454,-81.6848,62.46,92,0,1.01,US,2022-09-15 05:07:42
331,Yerbogachen,61.2767,108.0108,49.59,64,73,8.3,RU,2022-09-15 05:07:42
332,Ginda,30.6945,78.4932,65.3,92,100,0.51,IN,2022-09-15 05:07:43
333,Zilupe,56.3862,28.1217,48.51,94,34,6.55,LV,2022-09-15 05:07:43
334,Tibiao,11.2915,122.0354,81.16,83,93,9.06,PH,2022-09-15 05:07:43
335,Yarmouth,41.7057,-70.2286,69.96,75,0,8.05,US,2022-09-15 05:07:43
336,Mbuji-Mayi,-6.15,23.6,70.86,90,100,1.9,CD,2022-09-15 05:07:44
337,Dwarka,22.2394,68.9678,81.97,87,99,17.29,IN,2022-09-15 05:07:44
338,Pacific Grove,36.6177,-121.9166,64.42,87,0,3.44,US,2022-09-15 05:07:45
339,Goderich,43.7501,-81.7165,54.91,79,25,7.09,CA,2022-09-15 05:07:45
340,Ponta Delgada,37.7333,-25.6667,77.5,100,75,9.22,PT,2022-09-15 05:07:45
341,Ballina,-28.8667,153.5667,67.01,79,100,13.02,AU,2022-09-15 05:07:46
342,Birnin Kebbi,12.4539,4.1975,78.04,82,90,5.82,NG,2022-09-15 05:07:46
343,La Ronge,55.1001,-105.2842,50.25,66,0,8.14,CA,2022-09-15 05:07:46
344,Langbank,55.9236,-4.5926,51.87,90,38,5.75,GB,2022-09-15 05:07:47
345,Morros,-9.4467,-46.3003,75.67,28,13,0.83,BR,2022-09-15 05:07:47
346,Capreol,46.706,-80.9225,45.55,78,0,5.08,CA,2022-09-15 05:07:47
347,Mutis,6.2262,-77.4044,76.86,84,100,2.39,CO,2022-09-15 05:07:47
348,Honningsvag,70.9821,25.9704,44.35,70,75,18.41,NO,2022-09-15 05:06:32
349,Humboldt,40.6665,-123.9178,49.55,94,88,1.66,US,2022-09-15 05:07:48
350,Kaka,37.3482,59.6143,83.53,12,0,4.76,TM,2022-09-15 05:07:48
351,Nuuk,64.1835,-51.7216,45.21,93,100,17.27,GL,2022-09-15 05:07:49
352,Lac Du Bonnet,50.2536,-96.0612,56.34,58,100,8.5,CA,2022-09-15 05:03:28
353,Lasa,46.6166,10.7002,56.35,93,83,2.15,IT,2022-09-15 05:07:49
354,Bolshaya Dzhalga,45.9695,42.6966,62.92,69,76,14.18,RU,2022-09-15 05:07:49
355,Port Shepstone,-30.7414,30.455,69.17,52,1,8.23,ZA,2022-09-15 05:07:50
356,Hambantota,6.1241,81.1185,86.34,70,75,11.5,LK,2022-09-15 05:07:50
357,Iskitim,54.6366,83.3045,54.32,39,97,6.93,RU,2022-09-15 05:07:50
358,Murska Sobota,46.6625,16.1664,67.82,84,100,8.05,SI,2022-09-15 05:07:51
359,Salinopolis,-0.6136,-47.3561,78.35,84,6,8.9,BR,2022-09-15 05:07:51
360,Tambo,-14.8,-73.9167,34.68,20,36,5.19,PE,2022-09-15 05:07:51
361,Luganville,-15.5333,167.1667,80.82,75,37,9.1,VU,2022-09-15 05:07:51
362,Teeli,51.0333,90.2333,46.76,68,100,1.79,RU,2022-09-15 05:07:52
363,Peddapalli,18.6167,79.3667,82.9,72,98,13.73,IN,2022-09-15 05:07:52
364,Kutum,14.2,24.6667,75.27,64,60,5.26,SD,2022-09-15 05:07:52
365,Chon Daen,16.1895,100.8596,84.92,73,99,3.4,TH,2022-09-15 05:07:53
366,Mersing,2.4312,103.8405,83.1,72,100,3.53,MY,2022-09-15 05:07:53
367,Great Bend,38.3645,-98.7648,78.62,54,0,13.8,US,2022-09-15 05:08:53
368,Port Lincoln,-34.7333,135.8667,57.79,65,96,25.37,AU,2022-09-15 05:08:53
369,Ambon,-3.6954,128.1814,86.14,74,40,3.44,ID,2022-09-15 05:08:54
370,Sukhothai,17.25,99.6667,88.18,63,71,3.78,TH,2022-09-15 05:08:54
371,Chase,50.8165,-119.6857,60.33,87,98,1.83,CA,2022-09-15 05:08:55
372,Zhangye,38.9342,100.4517,79.84,30,100,3.98,CN,2022-09-15 05:08:55
373,Constantine,36.365,6.6147,78.21,33,0,2.3,DZ,2022-09-15 05:07:42
374,Evinayong,1.4368,10.5512,67.37,99,97,1.86,GQ,2022-09-15 05:08:55
375,Miguel Pereira,-22.4539,-43.4689,62.53,98,100,4.29,BR,2022-09-15 05:08:56
376,Petropavlovka,50.6114,105.3196,54.91,64,92,3.47,RU,2022-09-15 05:08:56
377,Ponta Do Sol,32.6667,-17.1,72.23,83,0,3.09,PT,2022-09-15 05:08:56
378,Weyburn,49.6668,-103.8511,57.27,69,100,10.33,CA,2022-09-15 05:06:45
379,Guiratinga,-16.3494,-53.7583,71.94,79,21,6.8,BR,2022-09-15 05:08:56
380,San Borja,-14.8167,-66.85,59.65,98,99,4.14,BO,2022-09-15 05:08:57
381,Batagay-Alyta,67.8006,130.4114,37.96,59,82,3.02,RU,2022-09-15 05:08:57
382,Red Bluff,40.1785,-122.2358,70.68,49,40,0.0,US,2022-09-15 05:08:57
383,Sur,22.5667,59.5289,92.73,45,16,8.63,OM,2022-09-15 05:08:58
384,Korla,41.7597,86.1469,80.64,18,0,3.02,CN,2022-09-15 05:08:58
385,Souillac,-20.5167,57.5167,72.7,64,20,14.43,MU,2022-09-15 05:08:58
386,Comodoro Rivadavia,-45.8667,-67.5,49.86,66,0,8.05,AR,2022-09-15 05:08:59
387,Tuatapere,-46.1333,167.6833,47.68,76,93,14.7,NZ,2022-09-15 05:05:13
388,Hvide Sande,56.0045,8.1294,54.09,65,61,28.27,DK,2022-09-15 05:08:59
389,Wanning,18.8003,110.3967,87.44,68,8,4.99,CN,2022-09-15 05:08:59
390,Nishihara,26.1842,127.7558,89.26,74,75,14.97,JP,2022-09-15 05:08:59
391,Koudougou,12.25,-2.3667,75.25,85,79,7.61,BF,2022-09-15 05:09:00
392,Krasnoselkup,65.7,82.4667,49.23,74,100,16.49,RU,2022-09-15 05:09:00
393,Yulara,-25.2406,130.9889,77.04,12,1,12.06,AU,2022-09-15 05:09:00
394,Sivas,39.7916,37.0019,54.23,76,0,2.3,TR,2022-09-15 05:09:01
395,Gornopravdinsk,60.05,69.9,57.16,60,88,3.69,RU,2022-09-15 05:09:01
396,Anzio,41.4853,12.6179,73.45,80,100,9.17,IT,2022-09-15 05:09:01
397,Ximei,24.9639,118.3794,95.07,36,5,4.09,CN,2022-09-15 05:09:02
398,Linqiong,30.4159,103.4609,74.71,74,97,2.06,CN,2022-09-15 05:09:02
399,San Patricio,28.017,-97.5169,83.84,75,0,5.99,US,2022-09-15 05:09:02
400,Kilindoni,-7.9139,39.6668,76.26,73,87,9.13,TZ,2022-09-15 05:09:03
401,Saint-Gaudens,43.0833,0.6667,60.03,68,88,5.32,FR,2022-09-15 05:09:03
402,Richards Bay,-28.783,32.0377,64.96,74,0,13.56,ZA,2022-09-15 05:09:03
403,Karsava,56.7841,27.6883,48.88,94,27,8.03,LV,2022-09-15 05:09:04
404,Altar,30.7,-111.8167,80.64,50,0,5.12,MX,2022-09-15 05:09:04
405,Jasper,37.2001,-94.3502,68.99,71,0,5.75,US,2022-09-15 05:09:04
406,Oranjestad,12.524,-70.027,84.15,79,20,17.27,AW,2022-09-15 05:07:19
407,Parrita,9.5201,-84.3225,77.5,86,99,1.81,CR,2022-09-15 05:09:05
408,San Cristobal,7.7669,-72.225,69.98,94,44,1.61,VE,2022-09-15 05:09:05
409,Beloha,-25.1667,45.05,69.76,69,0,14.5,MG,2022-09-15 05:09:05
410,Simnas,54.4,23.65,51.85,85,100,8.12,LT,2022-09-15 05:09:06
411,Svetlogorsk,52.6333,29.7333,50.77,89,88,4.16,BY,2022-09-15 05:09:06
412,Angoche,-16.2325,39.9086,74.64,72,100,10.22,MZ,2022-09-15 05:09:07
413,Praia Da Vitoria,38.7333,-27.0667,74.75,99,99,18.32,PT,2022-09-15 05:10:07
414,Takoradi,4.8845,-1.7554,73.76,92,100,6.17,GH,2022-09-15 05:10:07
415,Guiyang,26.5833,106.7167,78.42,63,98,7.72,CN,2022-09-15 05:10:07
416,Tigil,57.8,158.6667,49.8,53,100,5.03,RU,2022-09-15 05:10:08
417,Mont-Dore,-22.2833,166.5833,73.38,71,77,7.83,NC,2022-09-15 05:10:08
418,Mosquera,4.7059,-74.2302,53.69,100,40,2.3,CO,2022-09-15 05:10:08
419,Imbituba,-28.24,-48.6703,63.86,92,100,8.88,BR,2022-09-15 05:10:08
420,Union,40.6334,-74.2663,74.1,75,0,12.66,US,2022-09-15 05:10:09
421,Natal,-5.795,-35.2094,74.05,94,20,4.61,BR,2022-09-15 05:07:44
422,Komsomolskiy,40.4272,71.7189,79.52,29,0,2.3,UZ,2022-09-15 05:10:09
423,Vostok,46.4856,135.8833,63.97,51,100,3.13,RU,2022-09-15 05:10:09
424,Ahipara,-35.1667,173.1667,55.47,56,7,7.09,NZ,2022-09-15 05:10:10
425,Khilok,51.3674,110.4676,46.63,86,100,4.85,RU,2022-09-15 05:10:10
426,Iqaluit,63.7506,-68.5145,40.69,80,100,4.0,CA,2022-09-15 05:10:10
427,Vadinsk,53.6916,43.0574,52.32,92,100,9.37,RU,2022-09-15 05:10:11
428,Ingham,42.6,-84.3833,60.42,94,0,0.0,US,2022-09-15 05:10:11
429,Katsuura,35.1333,140.3,75.34,63,94,12.37,JP,2022-09-15 05:06:41
430,Marsh Harbour,26.5412,-77.0636,84.16,72,100,11.03,BS,2022-09-15 05:10:11
431,Tiksi,71.6872,128.8694,37.45,67,100,14.99,RU,2022-09-15 05:10:12
432,Roccastrada,43.0099,11.1665,74.89,97,96,3.06,IT,2022-09-15 05:10:12
433,Porto Seguro,-16.4497,-39.0647,72.12,94,40,4.61,BR,2022-09-15 05:10:12
434,Zholymbet,51.7433,71.7122,53.22,38,47,1.41,KZ,2022-09-15 05:10:12
435,Tabuk,17.4189,121.4443,89.06,54,3,3.69,PH,2022-09-15 05:10:13
436,Balkhash,46.844,74.9804,56.01,30,0,22.37,KZ,2022-09-15 05:10:13
437,Terre-De-Bas,15.8501,-61.6442,76.51,78,61,14.5,GP,2022-09-15 05:10:13
438,Boende,-0.2167,20.8667,70.12,92,100,2.42,CD,2022-09-15 05:10:14
439,Inuvik,68.3499,-133.7218,43.77,70,100,7.47,CA,2022-09-15 05:10:14
440,Buala,-8.145,159.5921,83.91,71,27,6.91,SB,2022-09-15 05:10:14
441,Leningradskiy,69.3833,178.4167,35.42,99,100,4.38,RU,2022-09-15 05:10:15
442,Bilibino,68.0546,166.4372,36.82,78,100,4.16,RU,2022-09-15 05:10:15
443,Beringovskiy,63.05,179.3167,44.89,95,100,18.45,RU,2022-09-15 05:10:15
444,Ishigaki,24.3448,124.1572,82.15,75,100,6.53,JP,2022-09-15 05:10:15
445,Taoudenni,22.6783,-3.9836,91.06,9,0,5.39,ML,2022-09-15 05:10:16
446,Turukhansk,65.8167,87.9833,47.19,81,100,7.61,RU,2022-09-15 05:10:16
447,Los Llanos De Aridane,28.6585,-17.9182,69.55,90,40,12.66,ES,2022-09-15 05:10:16
448,Prado,-17.3411,-39.2208,70.9,95,19,9.33,BR,2022-09-15 05:10:16
449,Egvekinot,66.3167,-179.1667,35.02,94,100,15.1,RU,2022-09-15 05:10:17
450,Marsabit,2.3284,37.9899,62.17,71,48,22.5,KE,2022-09-15 05:10:17
451,Nalut,30.3333,10.85,77.34,28,0,9.01,LY,2022-09-15 05:10:17
452,Dhadar,28.3305,75.0632,86.61,61,69,10.47,IN,2022-09-15 05:10:17
453,Port Hedland,-20.3167,118.5667,87.85,15,0,12.66,AU,2022-09-15 05:10:18
454,Brae,60.3964,-1.353,50.63,69,36,19.28,GB,2022-09-15 05:10:18
455,Atambua,-9.1061,124.8925,85.78,47,43,1.9,ID,2022-09-15 05:10:18
456,Erenhot,43.6475,111.9767,79.75,23,74,4.65,CN,2022-09-15 05:10:18
457,Hanmer Springs,-42.5167,172.8167,51.21,50,0,5.46,NZ,2022-09-15 05:10:19
